game_num,play_date,game_type,result,game_length,champ_name,spell_d,spell_f,level,creep_score,cs_1m
5514675635,2021-10-16,솔랭,승리,1900-01-01 00:15:16,탐 켄치,점멸,순간이동,13,123,6.6
5512698134,2021-10-16,솔랭,승리,1900-01-01 00:15:16,릴리아,점멸,순간이동,16,215,7.1
5512683587,2021-10-16,솔랭,승리,1900-01-01 00:15:16,벡스,점멸,점화,11,104,6.2
5512535337,2021-10-15,솔랭,승리,1900-01-01 00:15:16,케이틀린,점멸,회복,12,148,6.1
5512352078,2021-10-15,자유 5:5 랭크,패배,1900-01-01 00:15:16,탐 켄치,점멸,순간이동,13,126,5.9
5512286066,2021-10-15,자유 5:5 랭크,패배,1900-01-01 00:15:16,릴리아,점멸,순간이동,12,135,6.6
5512238405,2021-10-15,자유 5:5 랭크,패배,1900-01-01 00:15:16,라이즈,점멸,순간이동,12,126,5.9
5511084818,2021-10-15,자유 5:5 랭크,승리,1900-01-01 00:15:16,케이틀린,점멸,회복,15,193,6.7
5510958710,2021-10-14,솔랭,승리,1900-01-01 00:15:16,이즈리얼,점멸,회복,14,192,6.5
5510899561,2021-10-14,자유 5:5 랭크,패배,1900-01-01 00:15:16,칼리스타,점멸,회복,16,216,5.7
5510759933,2021-10-14,솔랭,승리,1900-01-01 00:15:16,베인,점멸,회복,12,154,7.5
5510813548,2021-10-14,우르프,승리,1900-01-01 00:15:16,벡스,점멸,점화,22,103,5.2
5509682726,2021-10-14,자유 5:5 랭크,승리,1900-01-01 00:15:16,칼리스타,점멸,회복,16,227,6.3
5509569905,2021-10-14,자유 5:5 랭크,패배,1900-01-01 00:15:16,벡스,점멸,점화,10,99,6.3
5509652414,2021-10-14,자유 5:5 랭크,패배,1900-01-01 00:15:16,라이즈,점멸,순간이동,16,242,7.5
5509494613,2021-10-13,솔랭,패배,1900-01-01 00:15:16,탐 켄치,점멸,순간이동,14,182,7.0
5509470794,2021-10-13,솔랭,패배,1900-01-01 00:15:16,릴리아,점멸,순간이동,11,113,5.5
5509392627,2021-10-13,솔랭,패배,1900-01-01 00:15:16,벡스,점멸,점화,15,224,6.7
5508655204,2021-10-13,솔랭,승리,1900-01-01 00:15:16,벡스,점멸,점화,18,299,6.8
5508611526,2021-10-13,솔랭,승리,1900-01-01 00:15:16,카이사,점멸,회복,17,231,6.3
5507702710,2021-10-12,솔랭,패배,1900-01-01 00:15:16,벡스,점멸,점화,13,176,6.4
5507538958,2021-10-12,우르프,패배,1900-01-01 00:15:16,마스터 이,점멸,점화,18,114,6.7
5507566301,2021-10-12,우르프,승리,1900-01-01 00:15:16,샤코,점멸,점화,14,81,6.2
5507471224,2021-10-12,솔랭,승리,1900-01-01 00:15:16,벡스,점멸,순간이동,14,160,7.8
5507248079,2021-10-12,우르프,패배,1900-01-01 00:15:16,유미,탈진,점화,14,6,0.4
5506817225,2021-10-12,솔랭,승리,1900-01-01 00:15:16,라이즈,점멸,순간이동,18,292,7.6
5506804651,2021-10-12,우르프,승리,1900-01-01 00:15:16,샤코,점멸,점화,25,188,8.0
5506780400,2021-10-12,솔랭,승리,1900-01-01 00:15:16,벡스,순간이동,점멸,15,197,6.4
5506147890,2021-10-11,솔랭,승리,1900-01-01 00:15:16,아크샨,순간이동,점멸,13,130,5.9
5506069394,2021-10-11,솔랭,패배,1900-01-01 00:15:16,렝가,순간이동,점멸,16,212,6.6
5505935328,2021-10-11,솔랭,승리,1900-01-01 00:15:16,트린다미어,점멸,유체화,13,146,6.2
5505857981,2021-10-11,솔랭,승리,1900-01-01 00:15:16,렝가,점화,점멸,17,210,6.7
5505548791,2021-10-11,우르프,승리,1900-01-01 00:15:16,쓰레쉬,유체화,점멸,12,73,6.4
5505564934,2021-10-11,우르프,승리,1900-01-01 00:15:16,벡스,탈진,점멸,16,80,5.6
5505272220,2021-10-11,솔랭,패배,1900-01-01 00:15:16,벡스,점멸,점화,18,232,5.6
5505007815,2021-10-11,우르프,패배,1900-01-01 00:15:16,트린다미어,점멸,유체화,23,130,6.6
5505004323,2021-10-11,솔랭,승리,1900-01-01 00:15:16,벡스,점멸,점화,14,146,6.0
5505000818,2021-10-11,솔랭,승리,1900-01-01 00:15:16,모르가나,점멸,순간이동,11,26,1.2
5504937802,2021-10-11,우르프,승리,1900-01-01 00:15:16,트린다미어,점멸,유체화,20,133,7.4
5504685577,2021-10-11,우르프,승리,1900-01-01 00:15:16,벡스,점멸,점화,24,171,7.9
5504558146,2021-10-11,솔랭,패배,1900-01-01 00:15:16,사일러스,점멸,순간이동,18,206,4.7
5504386013,2021-10-10,우르프,패배,1900-01-01 00:15:16,샤코,점멸,점화,20,112,6.2
5504293177,2021-10-10,솔랭,패배,1900-01-01 00:15:16,루시안,점멸,회복,11,141,5.5
5504174773,2021-10-10,솔랭,패배,1900-01-01 00:15:16,벡스,점멸,점화,14,124,3.8
5503856133,2021-10-10,솔랭,패배,1900-01-01 00:15:16,샤코,점화,강타,14,111,3.6
5503460211,2021-10-10,솔랭,패배,1900-01-01 00:15:16,벡스,점멸,점화,15,170,5.2
5503343053,2021-10-10,솔랭,패배,1900-01-01 00:15:16,말파이트,점멸,순간이동,16,121,4.0
5503235825,2021-10-10,솔랭,패배,1900-01-01 00:15:16,카이사,점멸,회복,13,153,5.4
5503178459,2021-10-10,솔랭,패배,1900-01-01 00:15:16,트리스타나,점멸,회복,13,183,6.3
5502988595,2021-10-10,우르프,승리,1900-01-01 00:15:16,사일러스,점멸,탈진,21,138,6.9
5502916937,2021-10-10,우르프,패배,1900-01-01 00:15:16,니달리,점멸,점화,19,73,4.1
5499895322,2021-10-09,솔랭,패배,1900-01-01 00:15:16,아크샨,점멸,회복,12,180,6.8
5499842407,2021-10-09,솔랭,승리,1900-01-01 00:15:16,벡스,점멸,점화,13,157,7.1
5499804125,2021-10-09,솔랭,승리,1900-01-01 00:15:16,말자하,점멸,순간이동,15,152,5.6
5499740871,2021-10-09,우르프,승리,1900-01-01 00:15:16,샤코,점멸,점화,17,91,6.0
5499610146,2021-10-08,솔랭,패배,1900-01-01 00:15:16,벡스,점멸,점화,14,147,5.4
5499463370,2021-10-08,솔랭,패배,1900-01-01 00:15:16,베인,점멸,회복,13,163,5.8
5499394051,2021-10-08,솔랭,패배,1900-01-01 00:15:16,벡스,점멸,점화,16,198,6.9
5499279325,2021-10-08,우르프,패배,1900-01-01 00:15:16,샤코,점멸,점화,18,89,4.7
5497863377,2021-10-07,솔랭,승리,1900-01-01 00:15:16,오리아나,점멸,순간이동,11,135,8.3
5497505789,2021-10-07,솔랭,패배,1900-01-01 00:15:16,칼리스타,점멸,회복,15,235,7.2
5497389781,2021-10-07,솔랭,승리,1900-01-01 00:15:16,벡스,점멸,점화,15,141,4.6
5497376382,2021-10-07,우르프,승리,1900-01-01 00:15:16,샤코,점멸,점화,14,51,4.2
5497383084,2021-10-07,우르프,승리,1900-01-01 00:15:16,헤카림,점멸,유체화,17,96,6.0
5497329523,2021-10-07,우르프,승리,1900-01-01 00:15:16,트위치,점멸,유체화,17,79,4.7
5496016697,2021-10-06,솔랭,패배,1900-01-01 00:15:16,벡스,점멸,순간이동,15,180,6.5
5495933230,2021-10-06,솔랭,승리,1900-01-01 00:15:16,오리아나,점멸,순간이동,13,145,6.0
5495859877,2021-10-06,우르프,승리,1900-01-01 00:15:16,샤코,점멸,점화,18,105,6.8
5494640621,2021-10-05,솔랭,패배,1900-01-01 00:15:16,벡스,점멸,점화,17,182,5.1
5494507307,2021-10-05,솔랭,승리,1900-01-01 00:15:16,벡스,점멸,점화,18,293,7.1
5494441412,2021-10-05,솔랭,승리,1900-01-01 00:15:16,벡스,점멸,점화,14,161,5.5
5494342308,2021-10-05,우르프,패배,1900-01-01 00:15:16,샤코,점멸,점화,14,83,4.9
5494310229,2021-10-05,우르프,승리,1900-01-01 00:15:16,세나,점멸,점화,15,61,3.7
5493114176,2021-10-04,솔랭,승리,1900-01-01 00:15:16,칼리스타,점멸,회복,15,198,6.5
5492963658,2021-10-04,솔랭,패배,1900-01-01 00:15:16,벡스,점멸,점화,17,199,5.9
5492792845,2021-10-04,솔랭,패배,1900-01-01 00:15:16,벡스,점멸,점화,18,227,6.7
5492708035,2021-10-04,우르프,패배,1900-01-01 00:15:16,샤코,점멸,점화,17,112,6.0
5492655432,2021-10-04,우르프,승리,1900-01-01 00:15:16,마스터 이,점멸,점화,17,113,5.6
5492545553,2021-10-04,우르프,패배,1900-01-01 00:15:16,마스터 이,점멸,점화,18,139,6.6
5492301759,2021-10-04,우르프,승리,1900-01-01 00:15:16,벡스,점멸,점화,16,104,5.4
5491889609,2021-10-04,솔랭,패배,1900-01-01 00:15:16,벡스,점멸,점화,15,191,5.3
5491842863,2021-10-04,솔랭,승리,1900-01-01 00:15:16,벡스,점멸,점화,16,196,5.7
5491389227,2021-10-04,솔랭,승리,1900-01-01 00:15:16,벡스,점멸,점화,14,131,5.8
5491052425,2021-10-03,솔랭,승리,1900-01-01 00:15:16,벡스,점멸,점화,18,254,7.3
5490777834,2021-10-03,우르프,승리,1900-01-01 00:15:16,샤코,점멸,점화,17,110,5.8
5490618016,2021-10-03,솔랭,승리,1900-01-01 00:15:16,벡스,점멸,점화,16,124,3.9
5490320618,2021-10-03,우르프,승리,1900-01-01 00:15:16,이즈리얼,점멸,점화,13,99,7.0
5490217543,2021-10-03,우르프,승리,1900-01-01 00:15:16,샤코,점멸,점화,14,82,5.5
5490080236,2021-10-03,솔랭,패배,1900-01-01 00:15:16,사일러스,점멸,점화,13,115,4.6
5489960190,2021-10-03,솔랭,패배,1900-01-01 00:15:16,블리츠크랭크,점멸,점화,12,37,1.2
5489844768,2021-10-03,솔랭,패배,1900-01-01 00:15:16,말자하,점멸,점화,14,157,6.4
5489735626,2021-10-03,솔랭,패배,1900-01-01 00:15:16,벡스,점멸,점화,13,37,1.3
5489001135,2021-10-03,솔랭,패배,1900-01-01 00:15:16,벡스,점멸,점화,16,197,5.6
5488804249,2021-10-02,솔랭,승리,1900-01-01 00:15:16,칼리스타,점멸,회복,18,234,6.1
5488760834,2021-10-02,솔랭,승리,1900-01-01 00:15:16,칼리스타,점멸,회복,9,121,7.9
5487480171,2021-10-02,솔랭,승리,1900-01-01 00:15:16,벡스,점멸,점화,12,20,0.8
5487367791,2021-10-02,솔랭,승리,1900-01-01 00:15:16,블리츠크랭크,점멸,점화,14,35,1.1
5487403046,2021-10-02,솔랭,승리,1900-01-01 00:15:16,벡스,점멸,점화,17,244,7.4
5486547153,2021-10-01,솔랭,패배,1900-01-01 00:15:16,라이즈,점멸,순간이동,13,147,6.2
5486541599,2021-10-01,솔랭,승리,1900-01-01 00:15:16,벡스,점멸,점화,11,98,5.1
5486406011,2021-10-01,솔랭,승리,1900-01-01 00:15:16,뽀삐,점멸,강타,9,60,3.9
5486278709,2021-10-01,솔랭,패배,1900-01-01 00:15:16,아트록스,순간이동,점멸,15,166,5.7
5486304505,2021-10-01,솔랭,다시하기,1900-01-01 00:15:16,오른,순간이동,점멸,3,16,4.9
5486226295,2021-10-01,솔랭,패배,1900-01-01 00:15:16,벡스,점멸,점화,16,188,6.0
5486166307,2021-10-01,솔랭,패배,1900-01-01 00:15:16,트리스타나,점멸,회복,12,133,5.6
5486101460,2021-10-01,솔랭,승리,1900-01-01 00:15:16,르블랑,점화,점멸,14,31,1.1
5485978961,2021-10-01,무작위 총력전,승리,1900-01-01 00:15:16,벨코즈,탈진,점멸,16,46,2.5
5485981681,2021-10-01,무작위 총력전,패배,1900-01-01 00:15:16,초가스,탈진,점멸,16,43,2.1
5485889506,2021-10-01,무작위 총력전,패배,1900-01-01 00:15:16,티모,회복,점멸,13,44,3.2
5485887786,2021-10-01,무작위 총력전,승리,1900-01-01 00:15:16,드레이븐,탈진,점멸,10,33,3.6
5484598471,2021-09-30,솔랭,승리,1900-01-01 00:15:16,벡스,점멸,점화,14,123,4.8
5484601814,2021-09-30,솔랭,패배,1900-01-01 00:15:16,샤코,점화,강타,13,122,4.1
5484543595,2021-09-30,솔랭,승리,1900-01-01 00:15:16,벡스,점멸,점화,14,135,5.1
5483552172,2021-09-30,솔랭,패배,1900-01-01 00:15:16,벡스,점멸,방어막,17,220,5.6
5483086093,2021-09-29,솔랭,패배,1900-01-01 00:15:16,벡스,점멸,점화,14,131,4.8
5483020882,2021-09-29,솔랭,승리,1900-01-01 00:15:16,라이즈,점멸,순간이동,16,214,6.7
5481730746,2021-09-28,우르프,승리,1900-01-01 00:15:16,샤코,점멸,점화,18,108,4.9
5481667195,2021-09-28,우르프,패배,1900-01-01 00:15:16,샤코,점멸,점화,10,62,5.0
5481602535,2021-09-28,솔랭,패배,1900-01-01 00:15:16,라이즈,점멸,순간이동,14,189,6.7
5481514470,2021-09-28,솔랭,패배,1900-01-01 00:15:16,이즈리얼,점멸,회복,14,203,6.8
5481448478,2021-09-28,솔랭,패배,1900-01-01 00:15:16,베인,점멸,회복,10,90,4.3
5481413371,2021-09-28,솔랭,승리,1900-01-01 00:15:16,칼리스타,점멸,회복,14,212,7.5
5480137415,2021-09-27,솔랭,승리,1900-01-01 00:15:16,칼리스타,점멸,회복,16,219,7.3
5480106674,2021-09-27,솔랭,패배,1900-01-01 00:15:16,이즈리얼,점멸,회복,17,190,4.9
5479876918,2021-09-27,우르프,패배,1900-01-01 00:15:16,샤코,점멸,점화,15,87,5.1
5479815872,2021-09-27,우르프,승리,1900-01-01 00:15:16,샤코,점멸,점화,10,69,5.9
5478502782,2021-09-26,우르프,패배,1900-01-01 00:15:16,샤코,점멸,점화,12,57,3.9
5478307887,2021-09-26,우르프,승리,1900-01-01 00:15:16,샤코,점멸,점화,19,170,8.0
5478293374,2021-09-26,우르프,승리,1900-01-01 00:15:16,이즈리얼,점멸,탈진,15,122,7.6
5478047154,2021-09-26,우르프,승리,1900-01-01 00:15:16,초가스,점멸,유체화,20,208,9.1
5477326611,2021-09-26,우르프,승리,1900-01-01 00:15:16,자야,점멸,유체화,19,227,11.1
5477255153,2021-09-26,우르프,패배,1900-01-01 00:15:16,자야,점멸,유체화,11,84,6.4
5477272009,2021-09-26,우르프,승리,1900-01-01 00:15:16,모르가나,점멸,유체화,12,35,2.7
5476259262,2021-09-26,우르프,패배,1900-01-01 00:15:16,마스터 이,점멸,유체화,18,108,5.2
5476302478,2021-09-26,솔랭,패배,1900-01-01 00:15:16,칼리스타,점멸,회복,13,210,7.1
5476187314,2021-09-26,솔랭,패배,1900-01-01 00:15:16,칼리스타,점멸,회복,11,127,6.2
5476173068,2021-09-26,우르프,패배,1900-01-01 00:15:16,샤코,점멸,점화,15,78,4.8
5476066587,2021-09-26,우르프,패배,1900-01-01 00:15:16,카이사,점멸,탈진,21,125,5.2
5476043164,2021-09-25,우르프,승리,1900-01-01 00:15:16,샤코,점멸,점화,13,111,7.4
5475988190,2021-09-25,우르프,패배,1900-01-01 00:15:16,니달리,점멸,유체화,9,38,3.3
5474160566,2021-09-25,우르프,패배,1900-01-01 00:15:16,샤코,점멸,점화,13,85,5.8
5474076450,2021-09-25,우르프,승리,1900-01-01 00:15:16,샤코,점멸,점화,21,144,6.0
5474083595,2021-09-25,우르프,패배,1900-01-01 00:15:16,이렐리아,점멸,점화,13,119,7.9
5474011847,2021-09-25,우르프,패배,1900-01-01 00:15:16,브라움,점멸,탈진,13,51,2.8
5473739752,2021-09-25,우르프,패배,1900-01-01 00:15:16,쓰레쉬,점멸,회복,7,36,3.5
5473080613,2021-09-24,우르프,패배,1900-01-01 00:15:16,쓰레쉬,점멸,회복,12,103,6.3
5473035293,2021-09-24,우르프,승리,1900-01-01 00:15:16,쓰레쉬,점멸,점화,15,93,5.6
5472972101,2021-09-24,우르프,승리,1900-01-01 00:15:16,럼블,점멸,유체화,13,77,5.6
